,lead,lead,lead,lead,lead_fwd,lead_fwd,lead_fwd,lead_fwd,open_pass,open_pass,open_pass,open_pass,open_rec,open_rec,open_rec,open_rec,gain,gain,gain,gain,speed,speed,speed,speed
Pedro González López,246,-0.3970870089360916,-0.7095973859168399,-0.1189652910240275,246,0.012429414870839858,-0.32819494759638146,0.6349498014488649,145.0,-0.07108429375807986,-0.22932549713324998,0.05545222384312339,182.0,-0.0454345542677771,-0.1306713133924292,0.09415608024071113,134.0,-0.019952248413087834,-0.14092161000495093,0.08973400368799896,246,0.5338876825415406,0.181475455396977,1.1779514080126399
Boualem Khoukhi,88,-0.414821748860812,-0.8334658645997628,0.39110247400650444,88,0.5779332237014457,-1.089842793574214,1.3404487240415865,,,,,82.0,-0.1391206694027587,-0.6435710891107911,0.09258520701586608,,,,,88,-0.094761462617826,-0.7417936329032728,0.5515323665683531
Ibrahima Konaté,127,-0.4343783903012065,-1.0054664287595343,0.5219192925112528,127,0.03079685583025603,-0.3492386577879485,0.1334064445071713,96.0,0.0638203891860089,-0.060254192221522514,0.10457806214617497,106.0,0.14126946956680803,-0.029269141650105274,0.2378457427413887,90.0,0.07990769538571615,-0.03992062616541713,0.17630924687089616,127,1.9422713819412736,0.7929646700657935,3.88628752631253
Declan Rice,177,-0.4895026611499306,-0.8606946358353706,-0.027407876499884305,177,-0.4424452706369097,-0.7936572198432043,0.0825557193891347,108.0,-0.09283105207866517,-0.23757031799871497,0.020029596055331556,137.0,-0.03309150051570667,-0.2867519521648316,0.16502205204718567,103.0,0.1309281524306576,-0.09659221765299554,0.2989706946309011,177,-0.1906338323261423,-0.5627311411603471,0.3357657872441717
Niklas Süle,131,-0.5074037873420815,-0.932256737297245,0.05623711619884679,131,-0.2095013646229645,-1.5997111689547336,0.35472542781393823,84.0,0.0014320381996415393,-0.32120577658924504,0.06215159428896268,108.0,0.03535983208940035,-0.5083355549604546,0.18704625867000382,,,,,131,0.09173316448520356,-0.7334603345158175,1.1626786696262437
Aymeric Laporte,287,-0.517444066040094,-0.5918009710382202,-0.4758326836610769,287,0.527412394985081,-0.6529408734578658,0.9969709282517532,228.0,0.06877174463580057,0.033778566256247075,0.09849354596957487,243.0,0.18888693219341743,0.04874029534019056,0.3154563979962932,218.0,0.1701397613384652,0.051924338143979405,0.2786584984838771,287,1.1017573975022816,0.1937854888051962,3.044987295501263
Pau Francisco Torres,133,-0.5481737349357528,-0.5481737349357528,-0.5481737349357528,133,0.7140527122375572,0.7140527122375571,0.7140527122375571,118.0,0.11082920175839471,0.11082920175839468,0.11082920175839468,126.0,0.21621646243944403,0.216216462439444,0.216216462439444,116.0,0.13292988667970024,0.13292988667970024,0.13292988667970024,133,0.5400291167524239,0.540029116752424,0.540029116752424
Harry Maguire,193,-0.559471466997936,-0.9841539090656052,0.013800165517015345,193,-0.12894208445370953,-0.42552763398611754,0.18908510732825476,115.0,0.03811835589085407,-0.024134941333685548,0.08142725118168133,132.0,0.07589420483404434,0.00900159039813017,0.13604943364331964,106.0,0.0017368236749611525,-0.11984283353004299,0.1207520508390353,193,-0.32004218092306624,-0.8963238895660683,0.12451562174062947
Nathan Aké,195,-0.5846442851712212,-0.7747919826793764,-0.35924216476336623,195,0.03341493453064356,-0.6430796605707078,0.5030210473835248,108.0,0.0338987813512533,0.015864710707797467,0.06254881333405053,131.0,-0.1001192074091407,-0.2673652343758502,0.07425915439952961,101.0,-0.08880936231938985,-0.19054181648444796,0.09013031651738436,195,-0.23631139569622442,-0.7530242262231558,0.17127784170344673
Tim Ream,134,-0.5874197255662897,-0.8605480129471682,-0.15671742623490423,134,0.5764430118561584,0.2599332330512029,1.2664104782547083,96.0,0.05692242992814014,-0.003365457140482464,0.10531167375373958,115.0,0.08998547339618562,-0.08860490998798257,0.21482347777666222,92.0,0.03008361570819736,-0.12775524839952979,0.15062011689909904,134,0.45464681076776237,-0.6218857752581497,1.5643004044798803
Leandro Daniel Paredes,139,-0.5963456664379924,-0.9963066570642052,-0.017456659154384845,139,-0.43458884887853755,-0.6949356481800688,-0.17926095614711476,109.0,-0.039409116349340155,-0.22057812058186427,0.04247473717342308,124.0,-0.062297968239681055,-0.41689772946848225,0.11545371991830211,105.0,-0.024543815340539146,-0.22306933908202511,0.06189946048785922,139,0.24508990031500558,-0.5928621557282745,1.3194200359209771
Virgil van Dijk,173,-0.7357346445629382,-0.7827911227188363,-0.6935160420019502,173,0.12970896252996808,-0.3501179055757294,0.5101040324436991,140.0,-0.009706168310230488,-0.1385214965751952,0.050199591681683794,154.0,0.022711258273227206,-0.1275494538619746,0.13046612275577002,136.0,0.025954914788650953,-0.057148326651120525,0.12122278713402204,173,0.21662309837081065,-0.12165773208861354,0.5874185961447087
Joe Rodon,91,-0.7593546547629437,-1.0861237279515832,-0.2864696631316515,91,0.02794672039371707,-0.1916668967227889,0.3671947558241826,,,,,,,,,,,,,91,2.1317090697693413,0.30848499192187956,3.390310217181508
Timothy Castagne,93,-0.9251209493239394,-1.2821481178183733,0.23250973183445242,93,-0.6465779479978596,-0.8760567334141726,0.9445995045003609,,,,,,,,,,,,,93,2.314397322794057,0.3675431688408248,4.5730606597008885
